date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:16	65122/65122	---M--	200	added ('OK')	image/jpeg	etag:%221a98b844648a4c9181c31a78a6a23254%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/4/csm_NDM-thumbnail-Soy_cc3c5038ef.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/4/csm_NDM-thumbnail-Soy_cc3c5038ef.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/niet-de-mol-7-soy-kroon/)
18:45:17	211283/211283	---M--	200	added ('OK')	image/png	etag:%226f3547cbc389e3a69e6895d964e7cb49%22	https://wieisdemol.assets.avrotros.nl/_processed_/6/1/csm_widm23-dagboek7_0391f3d6f3.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/6/1/csm_widm23-dagboek7_0391f3d6f3.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/niet-de-mol-7-soy-kroon/)
18:45:18	112010/112010	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:46:37%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-soy-kroon/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-soy-kroon/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/niet-de-mol-7-soy-kroon/)
18:45:18	102795/102795	---M--	200	added ('OK')	image/jpeg	etag:%22637eb35c589f52afdd2e106fb85e2e99%22	https://wieisdemol.assets.avrotros.nl/_processed_/8/7/csm_upload_avro_1655885_1393834907_dbcff18125.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/8/7/csm_upload_avro_1655885_1393834907_dbcff18125.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-7-moet-je-zien-27-02-2014/)
18:45:19	105632/105632	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2014:45:00%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-9-molafspraak/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/aflevering-9-molafspraak/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/niet-de-mol-7-soy-kroon/)
18:45:19	28950/28950	---M--	200	added ('OK')	image/jpeg	etag:%221049b2eb045435e9c3e924b3bde3161f%22	https://wieisdemol.assets.avrotros.nl/_processed_/8/2/csm_Moltalk-3-2023_49c3097448.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/8/2/csm_Moltalk-3-2023_49c3097448.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-7-moet-je-zien-27-02-2014/)
18:45:21	138627/138627	---M--	200	added ('OK')	image/png	etag:%225b310e1ddd55b7354c2bce9199792d95%22	https://wieisdemol.assets.avrotros.nl/_processed_/4/5/csm_widm23-aflevering9_aa5d855ebb.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/4/5/csm_widm23-aflevering9_aa5d855ebb.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/niet-de-mol-7-soy-kroon/)
18:45:21	205366/205366	---M--	200	added ('OK')	image/png	etag:%22a46d9fd78ef5e6c01adb9151071c73fb%22	https://wieisdemol.assets.avrotros.nl/_processed_/e/1/csm_widm23-exclusief-commandomol_6716405a4c.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/e/1/csm_widm23-exclusief-commandomol_6716405a4c.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-7-moet-je-zien-27-02-2014/)
18:45:22	136880/136880	---M--	200	added ('OK')	image/jpeg	etag:%22405cd55dcdee7d5a63758190275d6625%22	https://wieisdemol.assets.avrotros.nl/poms_import/item_1664.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/poms_import/item_1664.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:23	104374/104374	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:21%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/exclusief-commando-mol/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/exclusief-commando-mol/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-7-moet-je-zien-27-02-2014/)
18:45:23	101030/101030	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:21%20GMT	https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-3-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-3-1/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-7-moet-je-zien-27-02-2014/)
18:45:24	239815/239815	---M--	200	added ('OK')	image/png	etag:%229e5464506e37556571cd44baa5376eb4%22	https://wieisdemol.assets.avrotros.nl/_processed_/a/9/csm_widm23-opdracht3-analogetest_ba93c0c1c1.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/a/9/csm_widm23-opdracht3-analogetest_ba93c0c1c1.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:24	19668/19668	---M--	200	added ('OK')	image/jpeg	etag:%22215d4e82a4a3c67c3ce79aa823d6cf6d%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/1/csm_WIDM%20Opdracht%204.1_3b1c6e9f43.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/1/csm_WIDM%20Opdracht%204.1_3b1c6e9f43.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:26	29947/29947	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:36:05%20GMT	https://wieisdemol.assets.avrotros.nl/_processed_/d/1/csm_2019_4_opdr3_thumb_6cad734e04.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/d/1/csm_2019_4_opdr3_thumb_6cad734e04.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:26	21267/21267	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2017:35:18%20GMT	https://wieisdemol.assets.avrotros.nl/_processed_/7/a/csm_item_1272_1c6113fcd4.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/7/a/csm_item_1272_1c6113fcd4.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:26	103368/103368	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:00:08%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-analoge-test/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-analoge-test/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:27	101753/101753	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2008:51:46%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-41/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-41/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:28	93347/93347	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:27%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/koffiepedia/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/koffiepedia/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:28	216872/216872	---MC-	200	added ('OK')	image/png	date:Tue,%2024%20Mar%202020%2017:34:58%20GMT	https://wieisdemol.assets.avrotros.nl/media_import/668562.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/media_import/668562.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-6-5-op-een-rij-06-02-2014/)
18:45:29	15610/15610	---M--	200	added ('OK')	image/jpeg	etag:%22c4903b3714ddbb232557601c32d5f29a%22	https://wieisdemol.assets.avrotros.nl/_processed_/3/9/csm_tygo_aantafel_jubileum_6195caf935.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/3/9/csm_tygo_aantafel_jubileum_6195caf935.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-6-5-op-een-rij-06-02-2014/)
18:45:29	93232/93232	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:47:11%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/afl-4-koffiepedia/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/afl-4-koffiepedia/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-blik-in-de-toekomst/)
18:45:30	61180/61180	---M--	200	added ('OK')	image/jpeg	etag:%22c6e7322aed828e30f5035164f2587347%22	https://wieisdemol.assets.avrotros.nl/_processed_/4/e/csm_MolTalk8_b20564c7f5.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/4/e/csm_MolTalk8_b20564c7f5.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-8-2/)
18:45:31	104964/104964	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2012:11:51%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-verliezend-finalist-3/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-verliezend-finalist-3/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-6-5-op-een-rij-06-02-2014/)
18:45:31	37944/37944	---M--	200	added ('OK')	image/jpeg	etag:%2277581641bd8e4a60c434431b0c61f35e%22	https://wieisdemol.assets.avrotros.nl/_processed_/1/a/csm_Moltalk-aflevering1-gasten_c89be3552c.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/1/a/csm_Moltalk-aflevering1-gasten_c89be3552c.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-8-2/)
18:45:32	26410/26410	---M--	200	added ('OK')	image/jpeg	etag:%227d6fbd6e81e56619a921984c7222ab66%22	https://wieisdemol.assets.avrotros.nl/_processed_/d/5/csm_Moltalk-a6%20voor%20web_58ad54256e.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/d/5/csm_Moltalk-a6%20voor%20web_58ad54256e.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-8-2/)
18:45:32	100085/100085	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2017:41:40%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/exclusief-kamerindeling-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/exclusief-kamerindeling-1/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-6-5-op-een-rij-06-02-2014/)
18:45:32	156461/156461	---M--	200	added ('OK')	image/png	etag:%2290561b6311cde2bce25dde0c5ced7c75%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/c/csm_widm-exclusief-kamerindeling_a8d1f0efc7.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/c/csm_widm-exclusief-kamerindeling_a8d1f0efc7.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/widm-seizoen-14-aflevering-6-5-op-een-rij-06-02-2014/)
18:45:33	100534/100534	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2017:36:54%20GMT	https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-1-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-1-1/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-8-2/)
18:45:33	103217/103217	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:33%20GMT	https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-8-2/)
18:45:34	63320/63320	---M--	200	added ('OK')	image/jpeg	etag:%220491cc896eda262f4cfa462ab718ef4e%22	https://wieisdemol.assets.avrotros.nl/_processed_/9/9/csm_Moltalk-gasten-7_2cb0e115da.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/9/9/csm_Moltalk-gasten-7_2cb0e115da.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-7-2/)
18:45:34	43871/43871	---M--	200	added ('OK')	image/jpeg	etag:%22f91a16ee621915f973be3522d8e5e689%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/b/csm_Drietal-MolTalk-voor-web_52c92bdecf.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/b/csm_Drietal-MolTalk-voor-web_52c92bdecf.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-7-2/)
18:45:35	68693/68693	---M--	200	added ('OK')	image/jpeg	etag:%221e7188f7e3929422da02b72bf50d5917%22	https://wieisdemol.assets.avrotros.nl/_processed_/8/b/csm_MolTalk-gasten-6_0c918cbc69.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/8/b/csm_MolTalk-gasten-6_0c918cbc69.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6-2/)
18:45:37	103327/103327	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:48:20%20GMT	https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-2-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-2-1/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-7-2/)
18:45:37	191065/191065	---M--	200	added ('OK')	image/png	etag:%22ea2fa98abcb91e096f77907d732c5d32%22	https://wieisdemol.assets.avrotros.nl/_processed_/a/b/csm_widm23-aflevering6-lijdensweg_13c1854918.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/a/b/csm_widm23-aflevering6-lijdensweg_13c1854918.png	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6-2/)
18:45:38	158225/158225	---M--	200	added ('OK')	image/png	etag:%224186d4d031d101e0697595df4c683d23%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/6/csm_widm23-opdracht1-altaarego_58514f03a5.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/6/csm_widm23-opdracht1-altaarego_58514f03a5.png	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6-2/)
18:45:38	73770/73770	---M--	200	added ('OK')	image/jpeg	etag:%225e44fa4431c465ae2e46c1cc864cbe3b%22	https://wieisdemol.assets.avrotros.nl/_processed_/c/9/csm_Moltalk5_4958e45879.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/c/9/csm_Moltalk5_4958e45879.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-5-2/)
18:45:39	102135/102135	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:16:20%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-1-altaar-ego-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-1-altaar-ego-1/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6-2/)
18:45:39	106537/106537	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:38%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-6-lijdensweg/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/aflevering-6-lijdensweg/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-6-2/)
18:45:39	9982/9982	---M--	200	added ('OK')	image/jpeg	etag:%225e2e5683cade9461c2cb7b741a9ce3ef%22	https://wieisdemol.assets.avrotros.nl/_processed_/1/5/csm_WIDM-aflevering5_0aa4442d35.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/1/5/csm_WIDM-aflevering5_0aa4442d35.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-5-2/)
18:45:40	17451/17451	---M--	200	added ('OK')	image/jpeg	etag:%220af6bed8665afedd01a443d79e668f84%22	https://wieisdemol.assets.avrotros.nl/_processed_/7/f/csm_exclusief-4.2_dce281494a.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/7/f/csm_exclusief-4.2_dce281494a.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-5-2/)
18:45:41	76447/76447	---M--	200	added ('OK')	image/jpeg	etag:%221a55d3005cf1290983f88a9dba5d1b0b%22	https://wieisdemol.assets.avrotros.nl/_processed_/3/d/csm_Moltalk-2-14-januari-1280x720_368ccfcb5e.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/3/d/csm_Moltalk-2-14-januari-1280x720_368ccfcb5e.jpg	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-2-2/)
18:45:42	104570/104570	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:48:17%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/exclusief-wie-heeft-het-rode-scherm-gezien/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/exclusief-wie-heeft-het-rode-scherm-gezien/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-5-2/)
18:45:43	103021/103021	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2014:33:31%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-5-portretten/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/aflevering-5-portretten/index.html	(from https://wieisdemol.avrotros.nl/moltalk/item/moltalk-aflevering-5-2/)
18:45:43	334114/334114	---M--	200	added ('OK')	image/png	etag:%222c46bbf19795ac23c03e617a537c9cf7%22	https://wieisdemol.assets.avrotros.nl/_processed_/9/a/csm_widm23-aflevering4-weglopen2_4b401a28a6.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/9/a/csm_widm23-aflevering4-weglopen2_4b401a28a6.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:43	101396/101396	---M--	200	added ('OK')	image/png	etag:%22d700733851ef80332279c5d9945d6d5f%22	https://wieisdemol.assets.avrotros.nl/_processed_/6/f/csm_widm-aflevering3-header_18bb0eb773.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/6/f/csm_widm-aflevering3-header_18bb0eb773.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:44	17040/17040	---M--	200	added ('OK')	image/jpeg	etag:%2224828129c3394d012b62c27c80cee46b%22	https://wieisdemol.assets.avrotros.nl/_processed_/4/d/csm_WIDM-3.2-Typo_4995af3d31.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/4/d/csm_WIDM-3.2-Typo_4995af3d31.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:45	32379/32379	---M--	200	added ('OK')	image/jpeg	etag:%22c5dc8d63a66f5b452f48963e874063d6%22	https://wieisdemol.assets.avrotros.nl/_processed_/6/0/csm_widm23-opdracht1_30f411a256.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/6/0/csm_widm23-opdracht1_30f411a256.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:46	21272/21272	---M--	200	added ('OK')	image/jpeg	etag:%226d062addfd7c85e3cb273995e09e9a0e%22	https://wieisdemol.assets.avrotros.nl/_processed_/7/e/csm_widm23-Opdracht2-aflevering1_b56c746aa0.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/7/e/csm_widm23-Opdracht2-aflevering1_b56c746aa0.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:47	24223/24223	---M--	200	added ('OK')	image/jpeg	etag:%22964a3c452e2c4aca86f9054584f508be%22	https://wieisdemol.assets.avrotros.nl/_processed_/5/2/csm_WIDM-aflevering1-prijsvraag_73ebc31ee4.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/5/2/csm_WIDM-aflevering1-prijsvraag_73ebc31ee4.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:47	108426/108426	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2016:54:37%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-3-spelbreker/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/aflevering-3-spelbreker/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:48	103123/103123	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:48:30%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/exclusief-hoelang-blijft-dit-geheim/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/exclusief-hoelang-blijft-dit-geheim/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:48	105275/105275	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:48%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-2-gulden-middenweg/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-2-gulden-middenweg/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:48	101244/101244	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:47%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-1-padvinders-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-1-padvinders-1/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/aflevering-4-weglopen/)
18:45:49	505897/505897	---M--	200	added ('OK')	image/png	etag:%22f9aee1851b19bcf4a99eb05bccf9f28e%22	https://wieisdemol.assets.avrotros.nl/_processed_/6/5/csm_widm-dagboekafvaller4_298112126e.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/6/5/csm_widm-dagboekafvaller4_298112126e.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:51	157325/157325	---M--	200	added ('OK')	image/png	etag:%22bd5353b54d1408dcc8c035620923e351%22	https://wieisdemol.assets.avrotros.nl/_processed_/b/c/csm_widm23-dagboek5_0797a068bd.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/b/c/csm_widm23-dagboek5_0797a068bd.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:51	23049/23049	---M--	200	added ('OK')	image/jpeg	etag:%2291f3706ad19d436f950ac7f7df936005%22	https://wieisdemol.assets.avrotros.nl/_processed_/1/0/csm_item_1962_592a6762e5.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/1/0/csm_item_1962_592a6762e5.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:52	101723/101723	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:48:35%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-moltelefoon/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/opdracht-3-moltelefoon/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:53	159063/159063	---M--	200	added ('OK')	image/png	etag:%228a18b32e4b5f91935f772132c8facaba%22	https://wieisdemol.assets.avrotros.nl/_processed_/f/1/csm_widm23_dagboek_afvaller1_e4526c8c4e.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/f/1/csm_widm23_dagboek_afvaller1_e4526c8c4e.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:53	137293/137293	---M--	200	added ('OK')	image/png	etag:%22fe06210e0bbd16f81b404039320d3444%22	https://wieisdemol.assets.avrotros.nl/_processed_/1/e/csm_widm23-opdracht3-moltelefoon_5e83c3fc88.png	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/1/e/csm_widm23-opdracht3-moltelefoon_5e83c3fc88.png	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:53	24831/24831	---M--	200	added ('OK')	image/jpeg	etag:%223459b719c09a97581832e45a937ada4c%22	https://wieisdemol.assets.avrotros.nl/_processed_/a/d/csm_Molveiling-2023_86c97e0ac8.jpg	/home/silke/websites/wieisdemol/wieisdemol.assets.avrotros.nl/_processed_/a/d/csm_Molveiling-2023_86c97e0ac8.jpg	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:54	125646/125646	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2017:45:52%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-nabil-aoulad-ayad/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-nabil-aoulad-ayad/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
18:45:55	96845/96845	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Feb%202024%2015:48:41%20GMT	https://wieisdemol.avrotros.nl/afleveringen/item/vooruitblik-aflevering-1-1/	/home/silke/websites/wieisdemol/wieisdemol.avrotros.nl/afleveringen/item/vooruitblik-aflevering-1-1/index.html	(from https://wieisdemol.avrotros.nl/afleveringen/item/dagboek-van-de-afvaller-annick-boer/)
